Message,Spam,gtrans_el
Check the shit out on my channel SUBSCRIBE YOU WILL LIKE IT,social_promotion,Δείτε τα πράγματα στο κανάλι μου ΕΓΓΡΑΦΕΙΤΕ ΣΑΣ ΘΑ ΑΡΕΣΕΙ
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS,social_promotion,ΟΛΟΙ ΠΑΡΑΚΑΛΩ ΚΑΝΤΕ ΕΓΓΡΑΦΗ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ Ή ΜΠΟΡΕΙΤΕ ΟΛΟΙ ΑΠΛΑ ΝΑ ΔΕΙΤΕ ΤΑ ΒΙΝΤΕΟ ΜΟΥ
EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS,social_promotion,ΟΛΟΙ ΠΑΡΑΚΑΛΩ ΠΗΓΑΙΝΕΤΕ ΕΓΓΡΑΦΗ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ Ή ΑΠΛΑ ΔΕΙΤΕ ΣΤΑ ΒΙΝΤΕΟ ΜΟΥ
this song is awesome. these guys are the best. love this video too its hilarious lol. i am getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it does not make noise,social_promotion,αυτό το τραγούδι είναι φοβερό. αυτοί οι τύποι είναι οι καλύτεροι. μου αρέσει πολύ αυτό το βίντεο είναι ξεκαρδιστικό lol. Γίνομαι δημοφιλής γρήγορα γιατί ραπάρω με νόημα. μπράβο αν πιέζεις δίπλα στο νερό στην τουαλέτα για να μην κάνει θόρυβο
HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY,social_promotion,ΠΟΣΑ ΜΠΡΑΒΟ ΓΙΑ ΤΟ ΛΟΥΗ ΣΩΣΤΗ ΤΗΝ ΗΜΕΡΑ
447935454150 lovely girl talk to me xxx,irrelevant,447935454150 υπέροχο κορίτσι μίλα μου xxx
"my sister just received over 6,500 new youtube views Right now. The only thing she used was pimpmyviews. com",social_promotion,Η αδερφή μου μόλις έλαβε πάνω από 6.500 νέες προβολές στο youtube Αυτή τη στιγμή. Το μόνο πράγμα που χρησιμοποιούσε ήταν τα pimpmyviews. com
Hello I 39 am from Palastine,social_promotion,"Γεια σας, είμαι 39 ετών από την Παλαιστίνη"
Go check out my rapping video called Four Wheels please,social_promotion,Πηγαίνετε να δείτε το ραπ βίντεο μου που ονομάζεται Four Wheels παρακαλώ
Aslamu Lykum... From Pakistan,social_promotion,Assalamu Alaikum... Από το Πακιστάν
Help me get 50 subs please,social_promotion,"Βοηθήστε με να αποκτήσω 50 συνδρομητές, παρακαλώ"
"Alright ladies, if you like this song, then check out John Rage. He 39 s a smoking hot rapper coming into the game. He 39 s not better than Eminem lyrically, but he 39 s hotter. Hear some of his songs on my channel.",social_promotion,"Εντάξει κυρίες, αν σας αρέσει αυτό το τραγούδι, τότε ρίξτε μια ματιά στον John Rage. Είναι 39 ετών ένας καυτός ράπερ που καπνίζει που μπαίνει στο παιχνίδι. Δεν είναι 39 καλύτερος από τον Eminem στιχουργικά, αλλά είναι 39 πιο καυτός. Ακούστε μερικά από τα τραγούδια του στο κανάλι μου."
Check out our Channel for nice Beats,social_promotion,Ρίξτε μια ματιά στο κανάλι μας για ωραία Beats
like please,social_promotion,όπως παρακαλώ
"I shared my first song quot I Want You quot , and I hope you 39 ll like it. Take a listen",social_promotion,"Μοιράστηκα το πρώτο μου τραγούδι I Want You quot , και ελπίζω να σας αρέσει 39. Ακούστε"
Come and check out my music I Am spamming on loads of videos but its just to try and get my music across to new people,social_promotion,"Ελάτε να δείτε τη μουσική μου. Αποστέλλω ανεπιθύμητη αλληλογραφία σε πολλά βίντεο, αλλά είναι απλώς για να προσπαθήσω να μεταφέρω τη μουσική μου σε νέους ανθρώπους"
HUH HYUCK HYUCK I AM SPECIAL WHO 39 S WATCHING THIS IN 2015 I AM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE I AM JUST A RAPPER WITH A DREAM I AM GOING TO SHARE THIS ON GOOGLE PLUS BECAUSE I AM SO COOL.,social_promotion,HUH HYUCK HYUCK ΕΙΜΑΙ ΕΙΔΙΚΟΣ ΠΟΥ ΠΑΡΑΚΟΛΟΥΘΩ ΑΥΤΟ ΤΟ 2015 ΕΙΜΑΙ ΑΠΟ ΑΥΣΤΡΑΛΙΑ Ή ΚΑΤΙ ΔΩΣΤΕ ΜΟΥ ΠΡΟΣΟΧΗ ΠΑΡΑΚΑΛΩ ΕΙΜΑΙ ΑΠΛΩΣ ΡΑΠΕΡ ΜΕ ΕΝΑ ΟΝΕΙΡΟ ΠΑΩ ΣΤΟΝ GSOOOGLEUSTH SHA.
Check out this video on YouTube Love this song... It 39 s all good will never go back that but I 39 ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane.,social_promotion,"Ρίξτε μια ματιά σε αυτό το βίντεο στο YouTube Λατρεύω αυτό το τραγούδι... 39 είναι όλα καλά, δεν θα πάει ποτέ πίσω, αλλά 39 θα θυμάμαι πάντα το πάθος, αλλά ποτέ δεν θέλω να επιστρέψω στη δυσλειτουργική παραφροσύνη....... Στόχος είναι να να ζεις ευτυχισμένος όχι να ζεις τρελό."
Check out this playlist on YouTube chcfcvzfzfbvzdr,social_promotion,Ρίξτε μια ματιά σε αυτήν τη λίστα αναπαραγωγής στο YouTube chcfcvzfzfbvzdr
I Am going to share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.love ya linz 4e,social_promotion,"Θα μοιραστώ ένα μικρό ryhme canibus που αποσπά τον Eminem τετράδα δισεκατομμύρια φορές, ειδικά για τις κατηγορίες των έξυπνων πραγμάτων στο μυαλό του. Ότι έμαθε και ράπησε και το ξέχασε πριν ο Eminem φτύσει το πρώτο του ryme.love ya linz 4e"
CHECK OUT THE NEW REMIX CLICK CLICK,social_promotion,ΔΕΙΤΕ ΤΟ ΝΕΟ REMIX ΚΑΝΤΕ ΚΛΙΚ
I personally have never been in a abusive relationship. I probably never will. I don 39 t hit women. Mom has my dad used to hit my mom before he left. I can relate I 39 m writing about one at the moment subscribe to hear it. EVERY fan counts.,social_promotion,Προσωπικά δεν έχω υπάρξει ποτέ καταχρηστική σχέση. Μάλλον δεν θα το κάνω ποτέ. Δεν χτυπάω 39 γυναίκες. Η μαμά έχει συνηθίσει ο μπαμπάς μου να χτυπήσει τη μαμά μου πριν φύγει. Μπορώ να αναφέρω ότι 39 μέτρα γράφω για ένα αυτή τη στιγμή εγγραφείτε για να το ακούσετε. ΚΑΘΕ οπαδός μετράει.
plese subscribe to me,social_promotion,παρακαλώ εγγραφείτε σε μένα
"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.",social_promotion,"Aye homies ρίξτε μια ματιά στο remix μας στο 50 Cent Your Life Is On The Line Μόλις ξεκινήσαμε το κανάλι μας στο youtube και εργαζόμαστε σκληρά, δώστε μας μερικά σχόλια για το τελευταίο μας τραγούδι σχετικά με τη γνώμη σας, αν σας αρέσει η υποστήριξη."
Subscribe me Secret videos D,social_promotion,Εγγραφείτε στα μυστικά βίντεο Δ
Check out this video on YouTube but I 39 m not Rhinnah,social_promotion,"Δείτε αυτό το βίντεο στο YouTube, αλλά δεν είμαι Rhinnah 39"
Subscribe to me for clean Eminem,social_promotion,Εγγραφείτε σε εμένα για καθαρό Eminem
"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I do not have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank you to all the people who just gave me a chance l really appreciate it",social_promotion,"Γεια σας youtubers... Εκτιμώ πολύ όλους εσάς που αφιερώσατε χρόνο για να το διαβάσετε, είμαι απλά ένα αγόρι 19 ετών που θέλει να γίνει ένας επιτυχημένος μουσικός στον κόσμο της μουσικής. Δεν έχω χρήματα για να διαφημίσω το κανάλι μου, αν μπορούσατε απλώς να επισκεφτείτε το κανάλι μου, να σχολιάσετε το βίντεό μου ή να εγγραφείτε, θα ήταν υπέροχο... Θα είναι μόνο λίγα δευτερόλεπτα από τη ζωή σας..... Σας ευχαριστώ σε όλους τους ανθρώπους που μόλις μου έδωσαν την ευκαιρία, το εκτιμώ πραγματικά"
This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,social_promotion,Αυτός ο τύπος κερδίζει δολάρια όταν κοιμάται... μ μ μ λατρεύει τον πλανήτη που είναι γεμάτος ΚΑΘΥΣΤΕΡΗΣΕΙΣ
Check out our cover of this song,social_promotion,Δείτε τη διασκευή αυτού του τραγουδιού
Check out my channel for funny skits Thanks,social_promotion,Ρίξτε μια ματιά στο κανάλι μου για αστεία σκετς Ευχαριστώ
hahahahah D like vines Subscribe to me for daily vines,social_promotion,χαχαχαχα D like vines Εγγραφείτε σε εμένα για καθημερινά αμπέλια
please read this please i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl only on computer wasting all these tears e.t. please subscribe and like,social_promotion,"παρακαλώ διαβάστε αυτό, παρακαλώ, είμαι τραγουδιστής της κάντρι που προσπαθεί να γίνει κάποιος. οπότε αν θέλετε τα βίντεό μου παρακαλώ. απλά πληκτρολογήστε... αγόρια γύρω από εδώ από επαρχιακό κορίτσι μόνο στον υπολογιστή σπαταλώντας όλα αυτά τα δάκρυα κ.λπ. παρακαλώ εγγραφείτε και κάντε like"
"GUYS SHARE THIS VIDEO HE must have 1.000.000.000 views Share on Facebook, groups, pages",social_promotion,"ΠΑΙΔΙΑ ΚΟΙΝΟΠΟΙΗΣΤΕ ΑΥΤΟ ΤΟ ΒΙΝΤΕΟ ΠΡΕΠΕΙ να έχει 1.000.000.000 προβολές Μοιραστείτε στο Facebook, ομάδες, σελίδες"
CHECK OUT Eminem Rap God LYRIC VIDEO,social_promotion,ΔΕΙΤΕ ΤΟ Eminem Rap God LYRIC VIDEO
like this comment then type 1337,social_promotion,αρέσει αυτό το σχόλιο και μετά πληκτρολογήστε 1337
"Wow justin Bieber is Better that is why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",social_promotion,"Ουάου, ο Τζάστιν Μπίμπερ είναι καλύτερος, γι' αυτό όταν αγοράζει φάρμακα μοιράζεται πάντα με τα μισογυνικά λεφτά του, τον Άλφρεντ, αλλά, δυστυχώς, είναι γουρούνι της προσοχής με βάλτους και μια διατροφική διαταραχή γεμάτη με αυθάδικα ποντίκια και φλεγόμενα ζεστά τσίτα με τα οποία μπορεί να φάει η δύναμη του Σαμουρμάν."
"Finally someone shares the same opinion as me. I 39 ve tried really hard to like Gangnam style but I just can 39 t, I don 39 t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",irrelevant,"Επιτέλους κάποιος μοιράζεται την ίδια άποψη με εμένα. Εγώ 39 προσπάθησα πολύ σκληρά να μου αρέσει το Gangnam style, αλλά μπορώ να 39 t, ούτε καν να χορέψω 39 t. Ένα τραγούδι σαν αυτό θα έπρεπε να είναι πιο δημοφιλές από το Gangnam Style, τουλάχιστον είναι λογικό."
Check Out The New Hot Video By Dante B Called Riled Up,social_promotion,Δείτε το νέο καυτό βίντεο του Dante B Called Riled Up
"Hey everyone, I 39 m Dakoda Bigelow. I 39 m a 17 year old singer, rapper and producer. I 39 ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it. Check out my brand new music video for my song So Gone Also check out my new song called Deaf. A few moments of your time would be greatly appreciated and you won 39 t regret it Please thumbs this up so more people can see it Thanks for the support.",social_promotion,"Γεια σε όλους, 39 μ. Dakoda Bigelow. Είμαι 39 ετών τραγουδιστής, ράπερ και παραγωγός 17 ετών. Έχω κερδίσει πάνω από 490.000 προβολές μέχρι στιγμής, αλλά χρειάζομαι πραγματικά περισσότερες προβολές, likes και συνδρομητές για να τα καταφέρω. Δείτε το ολοκαίνουργιο μουσικό μου βίντεο για το τραγούδι μου So Gone Δείτε επίσης το νέο μου τραγούδι που ονομάζεται Deaf. Λίγες στιγμές από τον χρόνο σας θα εκτιμούσαμε ιδιαίτερα και κερδίσατε 39 τόνους Το μετανιώνετε Παρακαλούμε όπως το αποδεχτείτε για να το δουν περισσότεροι άνθρωποι Ευχαριστούμε για την υποστήριξη."
