Message,Category,gtrans_el
"Hey Guys, I know you tend to skip these comments, but Take a look first. I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep amp Chillstep Producer from a small town in Missouri. Down here, I have no support from the community, and all I really ask is some critiquing, Support, and Views. My Music has gotten much better then what it was 10 months ago, and I promise my new content should be more then satisfying. Soon I should be able to advertise and I will not pester you guys anymore. So give me a chance and check out my music, thanks and god bless.",1,"Γεια σας παιδιά, ξέρω ότι έχετε την τάση να παραλείπετε αυτά τα σχόλια, αλλά ρίξτε μια ματιά πρώτα. Είμαι Free Fire, A Big Room, Progressive House, Deep House, Dubstep amp Chillstep Παραγωγός από μια μικρή πόλη στο Μιζούρι. Εδώ κάτω, δεν έχω υποστήριξη από την κοινότητα και το μόνο που ζητάω είναι κάποια κριτική, υποστήριξη και προβολές. Η Μουσική μου έχει γίνει πολύ καλύτερη από ό,τι ήταν πριν από 10 μήνες και υπόσχομαι το νέο μου περιεχόμενο να είναι περισσότερο από ικανοποιητικό. Σύντομα θα μπορώ να διαφημιστώ και δεν θα σας ενοχλώ πια. Δώστε μου, λοιπόν, μια ευκαιρία και δείτε τη μουσική μου, ευχαριστώ και ο Θεός ευλογεί."
For latest movies 2014 please visit this site Link,1,"Για τις τελευταίες ταινίες του 2014, επισκεφθείτε αυτόν τον ιστότοπο Σύνδεσμος"
I love that you subscribed,1,Μου αρέσει που εγγραφήκατε
Link Go register free money,1,Σύνδεσμος Πηγαίνετε εγγραφείτε δωρεάν χρήματα
"great song, but we all know that Katy buys her views..",0,"υπέροχο τραγούδι, αλλά όλοι γνωρίζουμε ότι η Katy αγοράζει τις απόψεις της.."
check out mah girl it duh shit yo,1,ρίξτε μια ματιά mah girl it duh shit yo
Check out this video on YouTube Facebook lhudygirlamaya,1,Δείτε αυτό το βίντεο στο YouTube Facebook lhudygirlamaya
"Hey you all its the real Kevin Hart, shout out to my fans follow me RealKevinHeart",1,"Γεια σας όλοι είστε ο πραγματικός Kevin Hart, φωνάξτε στους θαυμαστές μου ακολουθήστε με RealKevinHeart"
Check out my acoustic channel,1,Δείτε το ακουστικό μου κανάλι
I know someone will see this I have a dream I don t have the greatest videos or the best quality Right now I feel like i am not getting anywhere and I need your help If you could possibly watch my videos it means the world to me Please thumbs this up so others can see I appreciate it so much Please listen before you hate. Honestly i appreciate it so much You don t have to love me just give this 17 year old a chance,1,"Ξέρω ότι κάποιος θα το δει αυτό. Έχω ένα όνειρο, δεν έχω τα καλύτερα βίντεο ή την καλύτερη ποιότητα Αυτή τη στιγμή νιώθω ότι δεν φτάνω πουθενά και χρειάζομαι τη βοήθειά σας Εάν μπορείτε να παρακολουθήσετε τα βίντεό μου, σημαίνει για μένα τον κόσμο Μπράβο για να το δουν οι άλλοι Το εκτιμώ πολύ Παρακαλώ ακούστε πριν μισήσετε. Ειλικρινά το εκτιμώ τόσο πολύ. Δεν χρειάζεται να με αγαπάς, απλά δώσε σε αυτό το 17χρονο παιδί μια ευκαιρία"
"Link . Please open this link and vote for anand niketan international school, the project name is project Fr e dom and share it with yours friend.",1,"Σύνδεσμος . Ανοίξτε αυτόν τον σύνδεσμο και ψηφίστε για το διεθνές σχολείο anand niketan, το όνομα του έργου είναι έργο Fr e dom και μοιραστείτε το με τον φίλο σας."
I hate videos like these with those poor animals.,0,Μισώ τέτοια βίντεο με αυτά τα φτωχά ζώα.
Hii youtube,0,Γεια σου youtube
nice ..very nice,0,"ωραία, πολύ ωραία"
KATY YOU ARE A SHIT GO DIE ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP,0,KATY ΕΙΣΑΙ ΣΚΑΛΑ GO DIE ROAR IS A FLOOOOOOOOOOOOOOOOOOP
I love your music,0,ΑΓΑΠΩ την ΜΟΥΣΙΚΗ σου
My 6th grade teacher looked exactly like Katy Perry come to think of it...,0,Η δασκάλα μου στην 6η δημοτικού έμοιαζε ακριβώς με την Katy Perry που το σκέφτομαι...
curti click here Link Link,1,curti κάντε κλικ εδώ Σύνδεσμος συνδέσμου
Link Please click on the link,1,Σύνδεσμος Κάντε κλικ στον σύνδεσμο
Come check out our parody of this,1,Ελάτε να δείτε την παρωδία μας για αυτό
Please subscribe to us and thank you,1,Εγγραφείτε σε εμάς και σας ευχαριστούμε
PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST MY INSTAGRAM USERNAME IS destinyforever Link,1,ΠΑΡΑΚΑΛΩ ΨΗΦΙΣΤΕ ΜΕ ΓΙΑ ΤΟ ΔΙΑΓΩΝΙΣΜΟ 2015 WET SEAL MY INSTAGRAM USERNAME IS destinyforever Σύνδεσμος
"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you Link",1,"ΑΠΛΑ ΘΕΜΑ, ΟΙ ΠΕΛΑΤΕΣ ΜΑΣ ΜΑΣ ΑΓΑΠΟΥΝ... και έτσι θα κάνετε Link"
"Almost 1 Bil. What Wow, GS sucks, in my opinion.",0,"Σχεδόν 1 δισ. Ουάου, ο GS είναι χάλια, κατά τη γνώμη μου."
Katty is the best,0,Η Katty είναι η καλύτερη
That was very good I mean very very much good,0,Ήταν πολύ καλό εννοώ πάρα πολύ καλό
This song means so much to me thank you soooooooooooooooooooooooooooooooooooooooo much Xxx,0,Αυτό το τραγούδι σημαίνει τόσα πολλά για μένα ευχαριστώ ωωωωωωωωωωωωωωωωωωωωωωωωωωωωωωωωωω πολυ
lt 3,0,lt 3
"KATY PERRY, I AM THE D CIO CABELO , DECIO HAIR . I AM 60 YEARS OF AGE. I DON T HAVE FAMILY. I M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC 15 AT THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS. COULD YOU HELP ME PLEASE PLEASE I TRUST THAT THE YOU WILL GIVE ME A CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE deciocabelo canal. KATY PERRY, I WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH DECIO HAIR.",1,"KATY PERRY, I AM THE D CIO CABELO , DECIO HAIR . ΕΙΜΑΙ 60 ΕΤΩΝ. ΔΕΝ ΕΧΩ ΟΙΚΟΓΕΝΕΙΑ. ΕΙΜΑΙ ΕΛΕΥΘΕΡΟΣ. ΜΟΝΟΣ. ΑΣΤΕΓΟΣ. ΗΜΟΥΝ ΑΛΚΟΟΛΙΚΟΣ 15 ΣΕ ΗΛΙΚΙΑ 46. ΕΙΜΑΙ ΑΟΡΑΤΟΣ ΣΥΝΘΕΤΗΣ. ΤΟ ΟΝΕΙΡΟ ΜΟΥ ΕΙΝΑΙ ΝΑ ΗΧΟΓΡΑΦΩ ΤΑ ΤΡΑΓΟΥΔΙΑ ΜΟΥ. ΜΠΟΡΕΙΤΕ ΝΑ ΜΕ ΒΟΗΘΗΣΕΤΕ ΠΑΡΑΚΑΛΩ ΠΑΡΑΚΑΛΩ ΠΙΣΤΕΥΩ ΟΤΙ ΘΑ ΜΟΥ ΔΩΣΕΤΕ ΜΙΑ ΕΥΚΑΙΡΙΑ. ΕΧΩ 109 ΒΙΝΤΕΟ ΣΤΟ κανάλι deciocabelo του YOUTUBE. KATY PERRY ΓΕΝΝΗΘΗΚΑ ΚΑΙ ΕΓΩ ΣΤΙΣ 25 ΟΚΤΩΒΡΙΟΥ. ΕΥΧΑΡΙΣΤΩ ΠΟΛΥ DECIO HAIR."
Honestly speaking except taylor swift and adele i do not lile any of the modern day singers. But i must say whenever i hear this song i feel goosebumps. Its quite inspiring Thanks miss Perry,0,"Ειλικρινά, εκτός από την Taylor Swift και την Adele, δεν μου αρέσει καμία από τις σύγχρονες τραγουδίστριες. Αλλά πρέπει να πω ότι κάθε φορά που ακούω αυτό το τραγούδι αισθάνομαι ανατριχιαστικός. Είναι πολύ εμπνευσμένο. Ευχαριστώ κυρία Perry"
who is going to reach the billion first katy or taylor,0,ποιος πρόκειται να φτάσει το δισεκατομμύριο πρώτα katy ή taylor
best part,0,καλύτερο κομμάτι
wierd but funny,0,παράξενο αλλά αστείο
"Hey guys, I 39 m a human.",1,"Γεια σας παιδιά, είμαι 39 είμαι άνθρωπος."
Party Rock....lol...who wants to shuffle,0,Party Rock....lol...ποιος θέλει να ανακατευτεί
Party rock,0,Ροκ πάρτι
Shuffle,0,Ανάμιξη
Omg,0,Ω Θεέ μου
This song is just really fun,0,Αυτό το τραγούδι είναι πολύ διασκεδαστικό
Awsome,0,Φοβερό
wow increible song,0,wow απίστευτο τραγούδι
I love this song so much,0,Αγαπώ αυτό το τραγούδι τόσο πολύ
2015 LIKEEE,0,2015 LIKEEE
I miss when people dressed like this.,0,Μου λείπει όταν οι άνθρωποι ντύνονταν έτσι.
2011 the last year of decent music.,0,Το 2011 η τελευταία χρονιά αξιοπρεπούς μουσικής.
"super nice, love musique",0,"πολύ ωραία, αγαπώ τη μουσική"
wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,ουουουουουουουουυυυυυυυυυυυυυυυυυυου
PARTY ROCK 8,0,PARTY ROCK 8
Thumbs up if you watched it in 2011,0,Μπράβο αν το παρακολουθήσατε το 2011
this is increidebl,0,αυτό είναι απίστευτο
LMFAO,0,LMFAO
just superr,0,απλά σούπερ
2015 LLIKEE,0,2015 LLIKEE
