Category,Message,gtrans_el
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place","Συγγνώμη, η μπαταρία μου πέθανε, μπορώ να έρθω, αλλά παίρνω μόνο ένα γραμμάριο προς το παρόν, πού είναι η θέση σας"
0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.","Μπράβο, blimey, άσκηση, ναι, θυμάμαι λίγο, δηλαδή, χμμ."
0,I wont get concentration dear you know you are my mind and everything,"Δεν θα έχω συγκέντρωση αγαπητέ, ξέρεις ότι είσαι το μυαλό μου και τα πάντα"
0,LOL ... Have you made plans for new years,LOL ... Έχετε κάνει σχέδια για τα νέα χρόνια
0,10 min later k...,10 λεπτά αργότερα κ...
0,hanks lotsly,ευχαριστώ πολύ
0,Thanks for this hope you had a good day today,Ευχαριστώ για αυτήν την ελπίδα που είχατε μια καλή μέρα σήμερα
0,K k what are detail you want to transfer acc no enough,K k τι λεπτομέρειες θέλετε να μεταφέρετε acc δεν αρκεί
0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,"Εντάξει θα της πω να μείνει έξω. Ναι, ήταν δύσκολο, αλλά είμαστε αισιόδοξοι ότι τα πράγματα θα βελτιωθούν αυτόν τον μήνα."
1,"Loan for any purpose 500 75,000. Homeowners Tenants welcome. Have you been previously refused We can still help. Call Free 0800 1956669 or text back 'help'",Δάνειο για οποιοδήποτε σκοπό 500 75.000. Ιδιοκτήτες σπιτιού Οι ενοικιαστές ευπρόσδεκτοι. Σας έχουν απορρίψει στο παρελθόν Μπορούμε ακόμα να βοηθήσουμε. Καλέστε δωρεάν στο 0800 1956669 ή στείλτε μήνυμα βοήθεια
0,Si si. I think ill go make those oreo truffles.,Si si. Νομίζω ότι θα πάω να φτιάξω αυτές τις τρούφες oreo.
0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON T LIKE ME LIKE THAT SO DON T WORRY.","ΚΟΙΤΑ ΤΗΝ AMY URE ΜΙΑ ΟΜΟΡΦΗ, ΕΞΥΠΝΟ ΓΥΝΑΙΚΑ ΚΑΙ ΜΟΥ ΑΡΕΣΕΙΣ ΠΟΛΥ. ΞΕΡΩ ΔΕΝ ΣΟΥ ΑΡΕΣΩ ΕΤΣΙ ΕΤΣΙ ΜΗ ΑΝΗΣΥΧΕΙΣ."
0,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,"Ελπίζω να είναι το αποτέλεσμα του να είσαι σταθερά έξυπνος και ευγενικός. Ξεκινήστε να τον ρωτάτε για συνδέσμους πρακτικής άσκησης και κρατήστε τα αυτιά σας ανοιχτά και ό,τι καλύτερο. ttyl"
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya","1,20 το κόστος κλήσης. Το οποίο υποθέτω ότι δεν είναι κακό. Μου λείπεις, σε χρειάζομαι, σε θέλω, σε αγαπώ"
0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,Το να περνάς μέσα από ένα πολύ διαφορετικό συναίσθημα. Οι αμφιταλαντευόμενες αποφάσεις και η αντιμετώπιση του ίδιου είναι το ίδιο άτομο. Ο χρόνος θα θεραπεύσει όλα όσα πιστεύω.
0,Where did u go My phone is gonna die you have to stay in here,Πού πήγες Το τηλέφωνό μου θα πεθάνει πρέπει να μείνεις εδώ μέσα
0,Great. Never been better. Each day gives even more reasons to thank God,Εξαιρετική. Ποτέ δεν ήμουν καλύτερα. Κάθε μέρα δίνει ακόμα περισσότερους λόγους για να ευχαριστήσουμε τον Θεό
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T C's apply. Opt out available","Πελάτης UpgrdCentre Orange, μπορείτε τώρα να διεκδικήσετε τη ΔΩΡΕΑΝ αναβάθμιση ΤΗΛΕΦΩΝΟΥ ΚΑΜΕΡΑ για την αφοσίωσή σας. Καλέστε τώρα στο 0207 153 9153. Η προσφορά λήγει στις 26 Ιουλίου. Ισχύουν τα T C. Διατίθεται εξαίρεση"
0,"Sorry, I'll call later ok bye","Συγγνώμη, θα τηλεφωνήσω αργότερα εντάξει αντίο"
0,Ok i am on the way to railway,"Εντάξει, είμαι στο δρόμο για τον σιδηρόδρομο"
0,great princess I love giving and receiving oral. Doggy style is my fave position. How about you I enjoy making love lt gt times per night,"μεγάλη πριγκίπισσα Μου αρέσει να δίνω και να παίρνω προφορικά. Το Doggy style είναι η αγαπημένη μου θέση. Τι λέτε για εσάς, μου αρέσει να κάνω έρωτα πολλές φορές τη νύχτα"
0,They don't put that stuff on the roads to keep it from getting slippery over there,Δεν βάζουν αυτά τα πράγματα στους δρόμους για να μην γλιστράει εκεί πέρα
0,When are you going to ride your bike,Πότε θα κάνεις το ποδήλατό σου
0,"Yup, no need. I'll jus wait 4 e rain 2 stop.","Ναι, δεν χρειάζεται. Απλώς θα περιμένω 4 και βροχή 2 στάση."
0,There are many company. Tell me the language.,Υπάρχουν πολλές παρέες. Πες μου τη γλώσσα.
1,okmail Dear Dave this is your final notice to collect your 4 Tenerife Holiday or 5000 CASH award Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail Αγαπητέ Dave αυτή είναι η τελευταία σας ειδοποίηση για να παραλάβετε το βραβείο 4 Tenerife Holiday ή 5000 CASH Καλέστε στο 09061743806 από σταθερό τηλέφωνο. TCs SAE Box326 CW25WX 150 ppm
0,"How long has it been since you screamed, princess","Πόσο καιρό πέρασε από τότε που ούρλιαξες, πριγκίπισσα"
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered lt gt to my account and lt gt dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...","Τίποτα. Εννοούσα ότι μόλις τα χρήματα εισέλθουν στον λογαριασμό σας εδώ, η τράπεζα θα αφαιρέσει το κατ' αποκοπή επιτόκιο. Κάποιος μετέφερε lt gt στον λογαριασμό μου και lt gt δολάρια αφαιρέθηκαν. Επομένως, οι τράπεζες διαφέρουν και οι χρεώσεις επίσης διαφέρουν. Βεβαιωθείτε ότι εμπιστεύεστε το άτομο 9ja στο οποίο στέλνετε τα στοιχεία του λογαριασμού του cos..."
1,Want 2 get laid tonight Want real Dogging locations sent direct 2 ur Mob Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg 150p,Θέλετε 2 να τακτοποιήσετε απόψε Θέλετε πραγματικές τοποθεσίες Dogging να αποστέλλονται απευθείας 2 ur Mob Γίνετε μέλος στο μεγαλύτερο δίκτυο Dogging του Ηνωμένου Βασιλείου στέλνοντας MOAN στο 69888Nyt. ec2a. 31 μ.μ. 150 σελ
0,Nice line said by a broken heart Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t,Ωραία γραμμή που είπε μια ραγισμένη καρδιά Παρακαλώ μην τελειώνετε άλλη 1 φορά μπροστά μου... Κατά τα άλλα για άλλη μια φορά θα εμπιστευτώ U... Καλό 9t
0,Ok I'm gonna head up to usf in like fifteen minutes,"Εντάξει, θα πάω στο usf σε περίπου δεκαπέντε λεπτά"
0,Love you aathi..love u lot..,Σ' αγαπώ πολύ.. σε αγαπώ πολύ..
0,Tension ah what machi any problem,Ένταση αχ τι machi κανένα πρόβλημα
0,"K, can I pick up another 8th when you're done","Κ, μπορώ να πάρω άλλο 8ο όταν τελειώσεις"
0,When're you guys getting back G said you were thinking about not staying for mcr,Πότε θα επιστρέψετε ο G είπε ότι σκεφτόσασταν να μην μείνετε για mcr
0,"Almost there, see u in a sec","Σχεδόν εκεί, τα λέμε σε ένα λεπτό"
0,"Yo carlos, a few friends are already asking me about you, you working at all this weekend","Γιο Κάρλος, μερικοί φίλοι με ρωτούν ήδη για σένα, δουλεύεις καθόλου αυτό το Σαββατοκύριακο"
0,Watching tv lor...,Παρακολούθηση τηλεόρασης...
0,Thank you baby I cant wait to taste the real thing...,"Ευχαριστώ μωρό μου, ανυπομονώ να δοκιμάσω το αληθινό..."
0,You should change your fb to jaykwon thuglyfe falconerf,Θα πρέπει να αλλάξετε το fb σας σε jaykwon thuglyfe falconerf
0,If we win its really no 1 side for long time.,"Εάν κερδίσουμε, είναι πραγματικά η πρώτη πλευρά για μεγάλο χρονικό διάστημα."
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms conditions, visit www.07781482378.com","ΔΩΡΕΑΝ ΜΗΝΥΜΑ Ενεργοποιήστε τα 500 ΔΩΡΕΑΝ μηνύματα κειμένου απαντώντας σε αυτό το μήνυμα με τη λέξη ΔΩΡΕΑΝ Για τους όρους, επισκεφθείτε τη διεύθυνση www.07781482378.com"
0,Dear reached railway. What happen to you,Αγαπητέ έφτασε σιδηρόδρομος. Τι σου συμβαίνει
0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2","Εξαρτάται από την ποιότητα. Αν θέλετε τον τύπο που έστειλα αγόρι, ξεθωριασμένη δόξα, τότε περίπου 6. Αν θέλετε ράλφ ίσως 2"
0,I think i've fixed it can you send a test message,"Νομίζω ότι το διόρθωσα, μπορείτε να στείλετε ένα δοκιμαστικό μήνυμα"
0,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card","Συγγνώμη, φίλε, ο λογαριασμός μου είναι στεγνός ή θα το έκανα, αν θέλεις θα μπορούσαμε να ανταλλάξουμε τα μισά ή θα μπορούσα να αγοράσω κάτι με την πιστωτική μου κάρτα"
0,"Sorry,in meeting I'll call later","Συγγνώμη, στη συνάντηση θα τηλεφωνήσω αργότερα"
0,What class of lt gt reunion,Τι κατηγορία lt gt reunion
0,Are you free now can i call now,Είστε ελεύθεροι τώρα μπορώ να τηλεφωνήσω τώρα
